URI,Name,Prerequisites,Short Description,long_description,Books,Category
../advancedPlayersGuide/advancedFeats.html#heroic-recovery,Heroic Recovery,"Diehard, base Fortitude save +4","Once per day, gain new saving throw against harmful condition requiring Fort save","You can throw off the effects of crippling conditions.

Prerequisites: Diehard, Endurance, base Fortitude save +4.

Benefit: Once per day as a standard action you may attempt a new saving throw against a harmful condition or affliction requiring a Fortitude save that is affecting you. If this save against the affliction fails, there is no additional effect, but a successful save counts toward curing an affliction such as poison or disease. You cannot use this feat to recover from instantaneous effects, effects that do not allow a saving throw, or effects that do not require a Fortitude save.",Advanced Player's Guide,Untyped
../mythicAdventures/mythicFeats.html#heroic-recovery-mythic,Heroic Recovery - Mythic,Heroic Recovery,Expend mythic power to save again against a condition or affliction,"You can shrug off the effects of harmful conditions after they've taken effect.

Prerequisites: Heroic Recovery.

Benefit: As a swift action, you can expend one use of mythic power to use Heroic Recovery additional times. Whenever you do, add your tier to the result of the Fortitude save.",Mythic Adventures,Mythic
../ultimateCombat/ultimateCombatFeats.html#stalwart,Stalwart,"Diehard, base attack bonus +4",Forgo dodge AC bonus for equivalent DR,"You adopt a defensive stance that allows you to absorb and redirect hits.

Prerequisites: Diehard, Endurance, base attack bonus +4.

Benefit: While using the total defense action, fighting defensively action, or Combat Expertise, you can forgo the dodge bonus to AC you would normally gain to instead gain an equivalent amount of DR, to a maximum of DR 5/—, until the start of your next turn. This damage reduction stacks with DR you gain from class features, such as the barbarian's, but not with DR from any other source. If you are denied your Dexterity bonus to AC, you are also denied this DR.",Ultimate Combat,Untyped
../ultimateCombat/ultimateCombatFeats.html#improved-stalwart,Improved Stalwart,"Stalwart, base attack bonus +11",Double DR gained from Stalwart,"You can roll with the punches while simultaneously striking back at your attackers.

Prerequisites: Diehard, Endurance, Stalwart, base attack bonus +11.

Benefit: Double the DR you gain from Stalwart, to a maximum of DR 10/—.",Ultimate Combat,Untyped
../advancedRaceGuide/coreRaces/halfOrcs.html#tenacious-survivor,Tenacious Survivor,"Con 13, Diehard, Endurance, half-orc or orc",Your soul lingers in your body after your have been killed,"Your spirit lingers long after any other's would have passed on.

Prerequisites: Con 13, Diehard, Endurance, half-orc or orc.

Benefit: When you are killed by hit point damage, your soul lingers in your body for a number of rounds equal to your Constitution bonus. You are still dead, but a creature can make a DC 10 Heal check as a standard action to realize that you can still be saved. You can be healed by magic as if you were alive. If you are healed enough hit points that you would no longer be dead, you are alive again, but you gain one permanent negative level.",Advanced Race Guide,Untyped
../unchained/gameplay/woundLevels.html#endurance,Endurance,—,"Reduce the penalty from being grazed, wounded, or critical by 1","Harsh conditions or long exertions do not easily tire you.

Benefit: You reduce the penalty from being grazed, wounded, or critical by 1 (to –0, –1, and –2, respectively).

In addition, you gain a +4 bonus on the following checks and saves: Swim checks to resist nonlethal damage from exhaustion, Constitution checks to continue running, Constitution checks to avoid nonlethal damage from a forced march, Constitution checks to hold your breath, Constitution checks to avoid nonlethal damage from starvation or thirst, Fortitude saves to avoid nonlethal damage from hot or cold environments, and Fortitude saves to resist damage from suffocation.

You can sleep in light or medium armor without becoming fatigued.

Normal: A character without this feat who sleeps in medium or heavier armor is fatigued the next day.",Pathfinder Unchained,Untyped
../advancedClassGuide/feats.html#energy-channel,Energy Channel,"Channel energy class feature; Air, Earth, Fire, or Water domain or blessing",Spend channel energy to deal extra energy damage with weapon attacks,"You distill your channeled energy into your weapon.

Prerequisites: Channel energy class feature; Air, Earth, Fire, or Water domain or blessing.

Benefit: As a swift action, you can expend one use of channel energy to grant your weapon attacks a bonus on damage rolls equal to twice the number of dice rolled for your channel energy. This additional damage is of an energy type determined by your domain or blessing: acid (Earth), cold (Water), electricity (Air), or fire (Fire). If you have more than one of those domains or blessings, you choose one of those damage types each time you use this ability. This effect lasts for your next three weapon attacks or until the end of the combat encounter, whichever comes first.",Advanced Class Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#enforcer,Enforcer,Intimidate 1 rank,Demoralize opponent as free action when you inflict nonlethal damage,"You are skilled at causing fear in those you brutalize.

Prerequisite: Intimidate 1 rank.

Benefit: Whenever you deal nonlethal damage with a melee weapon, you can make an Intimidate check to demoralize your target as a free action. If you are successful, the target is shaken for a number of rounds equal to the damage dealt. If your attack was a critical hit, your target is frightened for 1 round with a successful Intimidate check, as well as being shaken for a number of rounds equal to the damage dealt.",Advanced Player's Guide,Combat
../coreRulebook/feats.html#enlarge-spell,Enlarge Spell,—,Double spell range,"You can increase the range of your spells.

Benefit: You can alter a spell with a range of close, medium, or long to increase its range by 100%. An enlarged spell with a range of close now has a range of 50 ft. + 5 ft./level, while medium-range spells have a range of 200 ft. + 20 ft./level and long-range spells have a range of 800 ft. + 80 ft./level. An enlarged spell uses up a spell slot one level higher than the spell's actual level.

Spells whose ranges are not defined by distance, as well as spells whose ranges are not close, medium, or long, do not benefit from this feat.",Core Rulebook,Metamagic
../ultimateMagic/ultimateMagicFeats.html#ensemble,Ensemble,Perform 5 ranks,Nearby performers can aid your perform checks,"You can create an ensemble of skilled and amateur performers to aid you in your performance.

Prerequisites: Perform 5 ranks

Benefit: When you are performing, allies within 20 feet who also have this feat can aid you with your Perform checks (including those made as part of bardic performance) as if they were aiding another as an immediate action. The allies make their aid another rolls before you make your check. No more than four allies can grant you a bonus with aid another. Allies aiding you do not need to use the same category of the Perform skill that you are using in order to aid you.

Special: If you possess one or more levels of the bard class, you can choose any one ally within 20 feet to be part of the ensemble. The ally is considered to have the ensemble teamwork feat for the purposes of aiding your performance.",Ultimate Magic,"Combat,Teamwork"
../ultimateCombat/ultimateCombatFeats.html#escape-route,Escape Route,—,You do not provoke attacks of opportunity when moving through spaces adjacent to allies,"You have trained to watch your allies' backs, covering them as they make tactical withdraws.

Benefit: An ally who also has this feat provokes no attacks of opportunity for moving through squares adjacent to you or within your space.",Ultimate Combat,Teamwork
../coreRulebook/feats.html#eschew-materials,Eschew Materials,—,Cast spells without material components,"You can cast many spells without needing to utilize minor material components.

Benefit: You can cast any spell with a material component costing 1 gp or less without needing that component. The casting of the spell still provokes attacks of opportunity as normal. If the spell requires a material component that costs more than 1 gp, you must have the material component on hand to cast the spell, as normal.",Core Rulebook,Untyped
../unchained/magic/esotericMaterialComponents.html#eschew-materials,Eschew Materials,—,Spend esoteric material components as though your caster level were 2 lower.,"You can cast spells using fewer esoteric material components.

Benefit: When you cast a spell that uses esoteric material components, you can spend components as though your caster level were 2 lower (with a minimum of the spell's minimum caster level). This does not affect the cost of expensive material components.

Open Game License.",Pathfinder Unchained,Untyped
